,student_id,age,gender,country,major,university_year,GPA,study_hours_per_day,class_attendance_percent,sleep_hours,screen_time_hours,social_media_hours,gaming_hours,exercise_hours_per_week,part_time_job,relationship_status,family_income_level,internet_quality,mental_stress_level,AI_tool_usage_hours,favorite_AI_tool,note_taking_method,exam_preparation_days,coffee_consumption_per_day,extracurricular_hours_per_week,final_exam_score,assignment_score
3674,S03675,22,Female,Canada,Medicine,3,3.75,3.4,95,6.7,6.5,3.3,0.3,2.7,No,In a Relationship,High,Poor,5.4,1.6,Claude,Digital,11,2,3.9,94,95
3675,S03676,22,Female,Canada,Biology,1,4.0,3.6,100,8.0,6.7,1.2,0.4,2.7,Yes,Single,Low,Good,2.9,2.9,Gemini,Digital,7,0,6.3,95,100
3676,S03677,22,Female,USA,Law,1,3.72,3.6,100,6.6,4.3,1.7,2.4,5.6,No,Single,Middle,Good,2.9,2.0,ChatGPT,Digital,9,1,3.0,100,100
3677,S03678,27,Male,France,Psychology,1,3.64,3.3,100,7.1,7.4,3.2,0.0,2.8,Yes,Single,Middle,Good,3.9,1.9,ChatGPT,Mixed,23,1,5.7,100,99
3678,S03679,22,Male,Bangladesh,Engineering,4,4.0,5.3,100,8.7,5.1,0.3,1.1,2.3,Yes,Single,Low,Good,1.9,2.0,ChatGPT,Mixed,9,2,2.9,100,100
3679,S03680,26,Male,Japan,Psychology,1,3.84,3.4,93,7.0,3.1,2.4,3.1,1.5,No,In a Relationship,Middle,Good,3.6,2.4,Gemini,Digital,14,2,5.0,100,100
3680,S03681,21,Male,UK,Economics,2,2.7,1.8,68,5.0,7.6,5.1,0.1,3.8,Yes,In a Relationship,Middle,Average,5.5,1.0,Gemini,Digital,8,0,2.5,90,78
3681,S03682,21,Male,Germany,Business,3,3.6,2.9,95,7.4,4.0,2.5,1.4,2.0,No,In a Relationship,Middle,Average,4.1,2.2,ChatGPT,Handwritten,10,1,5.9,76,95
3682,S03683,21,Female,Netherlands,Computer Science,2,3.87,3.8,84,6.2,2.6,0.6,4.0,3.7,Yes,In a Relationship,Middle,Average,4.7,1.7,ChatGPT,Digital,4,2,2.7,100,100
3683,S03684,27,Female,India,Engineering,3,4.0,5.3,100,8.0,6.9,1.9,3.1,3.4,No,In a Relationship,Low,Average,4.3,1.3,Copilot,Handwritten,12,4,1.5,100,100
3684,S03685,22,Female,Japan,Law,2,4.0,4.4,96,7.8,5.2,1.9,1.0,2.1,Yes,In a Relationship,High,Good,2.1,2.6,Copilot,Digital,10,4,2.1,100,100
3685,S03686,24,Male,Brazil,Biology,2,3.08,2.2,91,8.8,9.9,6.0,0.4,0.2,No,In a Relationship,High,Average,5.0,0.5,ChatGPT,Mixed,19,3,3.6,89,93
3686,S03687,28,Female,Italy,Mathematics,2,4.0,7.2,100,8.1,8.2,5.3,2.3,0.9,Yes,In a Relationship,Low,Good,4.0,0.6,Claude,Mixed,8,1,2.4,100,90
3687,S03688,25,Male,USA,Psychology,1,4.0,3.9,100,8.3,5.4,3.9,1.0,1.3,Yes,Single,Middle,Average,1.8,0.0,None,Handwritten,10,3,7.3,100,100
3688,S03689,20,Male,UK,Mathematics,2,4.0,5.4,100,6.2,6.1,2.3,3.7,1.0,No,In a Relationship,Low,Average,4.6,0.3,Gemini,Digital,17,3,4.8,100,100
3689,S03690,26,Male,France,Economics,2,3.25,3.3,93,8.0,9.1,4.6,2.3,3.9,No,Single,Middle,Good,4.8,0.8,Claude,Digital,12,1,5.7,95,82
3690,S03691,26,Female,USA,Law,1,4.0,4.3,100,9.4,4.5,1.1,0.0,7.3,No,Single,Middle,Good,1.8,1.1,Gemini,Mixed,11,2,6.0,100,100
3691,S03692,23,Female,USA,Law,1,3.77,4.8,85,6.2,8.0,4.4,0.0,2.0,No,Single,Middle,Good,5.6,1.6,Copilot,Handwritten,11,0,0.0,100,97
3692,S03693,21,Male,South Korea,Medicine,2,4.0,5.3,100,9.2,5.7,4.2,0.1,2.2,No,In a Relationship,Middle,Average,3.7,2.1,Claude,Digital,7,5,3.1,100,90
3693,S03694,24,Male,India,Law,4,3.91,5.1,100,6.3,6.4,2.6,0.4,1.8,No,In a Relationship,Middle,Poor,3.4,0.0,None,Mixed,10,0,3.4,100,100
3694,S03695,25,Female,South Korea,Psychology,4,3.75,4.8,100,6.0,9.1,4.5,1.4,4.7,No,Single,Middle,Average,4.4,1.3,Claude,Handwritten,12,3,5.1,100,96
3695,S03696,23,Male,Germany,Law,4,3.52,3.0,90,7.4,5.6,2.1,2.2,3.9,No,In a Relationship,Low,Average,4.8,0.2,None,Mixed,6,3,3.4,100,89
3696,S03697,19,Male,Australia,Economics,4,3.4,2.6,83,7.9,1.7,0.9,0.0,3.0,Yes,Single,Middle,Good,3.4,0.0,None,Mixed,7,1,2.8,100,84
3697,S03698,20,Male,South Korea,Medicine,1,3.76,4.0,91,8.1,9.3,4.3,0.0,0.6,No,Single,High,Good,3.2,1.5,ChatGPT,Mixed,18,3,3.0,100,97
3698,S03699,18,Male,USA,Engineering,4,3.72,4.9,100,5.8,4.6,2.7,0.1,1.1,No,Single,Low,Average,5.0,1.3,Claude,Digital,15,3,4.9,100,100
3699,S03700,28,Female,UK,Biology,3,3.04,3.2,84,7.5,7.2,3.7,0.9,3.4,No,Single,Low,Good,5.4,1.7,Claude,Handwritten,14,2,9.1,76,94
3700,S03701,23,Female,Japan,Physics,4,3.38,5.1,89,6.2,9.6,5.5,2.3,3.4,Yes,In a Relationship,Middle,Poor,6.1,1.8,Claude,Handwritten,9,4,5.5,100,92
3701,S03702,26,Male,Italy,Economics,4,3.85,5.7,95,5.2,6.0,1.7,0.1,3.0,Yes,In a Relationship,Low,Good,5.5,0.7,Copilot,Handwritten,13,1,5.1,100,97
3702,S03703,19,Female,Bangladesh,Engineering,3,3.26,2.1,86,5.9,3.4,2.6,2.1,4.3,No,Single,Middle,Average,2.6,2.3,Claude,Digital,1,1,0.0,100,94
3703,S03704,18,Female,Brazil,Physics,3,2.86,2.2,81,6.1,8.3,5.2,0.8,0.6,Yes,In a Relationship,Low,Poor,6.0,0.3,Copilot,Mixed,6,0,1.9,92,92
3704,S03705,18,Female,Bangladesh,Computer Science,1,3.8,3.3,100,7.6,6.9,3.8,0.3,3.6,Yes,Single,Middle,Good,3.8,0.1,None,Digital,15,1,5.4,100,95
3705,S03706,18,Female,USA,Physics,1,4.0,4.0,84,8.4,6.5,1.8,1.0,3.5,Yes,Single,High,Average,3.7,1.6,ChatGPT,Handwritten,9,2,4.5,100,89
3706,S03707,27,Male,Japan,Computer Science,2,3.45,2.7,96,5.2,5.0,1.4,1.2,1.1,No,In a Relationship,High,Good,3.7,1.4,ChatGPT,Digital,11,3,4.7,90,90
3707,S03708,28,Male,India,Law,1,4.0,5.5,100,7.4,6.7,2.0,3.5,1.8,No,In a Relationship,Low,Good,3.0,0.4,Copilot,Handwritten,14,1,5.5,100,85
3708,S03709,18,Female,USA,Economics,4,4.0,4.1,100,5.6,5.3,1.7,2.0,4.4,No,Single,Low,Average,3.8,0.4,ChatGPT,Mixed,8,1,4.1,100,93
3709,S03710,18,Female,Canada,Psychology,3,3.85,3.6,95,7.8,6.1,3.2,0.0,0.7,No,In a Relationship,High,Good,3.5,1.6,ChatGPT,Digital,9,2,7.8,99,100
3710,S03711,28,Male,UK,Biology,3,3.04,1.3,78,6.3,6.1,2.9,3.6,7.9,No,In a Relationship,Low,Average,3.6,1.5,Copilot,Mixed,10,2,5.4,100,84
3711,S03712,26,Female,Australia,Law,1,3.27,1.5,77,5.7,8.0,3.2,3.3,4.1,Yes,Single,Middle,Average,2.4,0.2,None,Handwritten,13,2,5.4,100,94
3712,S03713,19,Female,South Korea,Mathematics,2,3.72,3.9,93,8.0,2.9,1.5,0.1,2.9,No,Single,Low,Good,4.4,0.6,Claude,Digital,4,1,2.9,100,100
3713,S03714,27,Male,South Korea,Psychology,4,2.68,0.5,64,6.3,6.8,2.7,0.0,2.5,No,In a Relationship,Middle,Average,1.6,0.3,Copilot,Digital,14,2,6.5,74,83
3714,S03715,28,Female,Brazil,Biology,1,4.0,5.0,100,6.6,2.2,0.0,0.7,4.6,No,In a Relationship,Low,Average,3.7,0.0,None,Handwritten,12,0,6.5,100,100
3715,S03716,23,Female,South Korea,Psychology,3,3.77,3.3,84,4.3,5.0,3.0,0.0,2.2,No,Single,Low,Poor,4.7,2.6,ChatGPT,Digital,13,3,5.5,93,100
3716,S03717,19,Female,Italy,Biology,1,4.0,8.4,100,8.1,8.8,4.6,2.5,2.3,No,In a Relationship,Middle,Good,3.1,1.4,ChatGPT,Digital,8,3,1.0,100,100
3717,S03718,21,Female,Japan,Physics,4,4.0,7.0,100,8.0,2.6,0.7,2.4,5.9,No,In a Relationship,Middle,Good,2.5,2.4,Gemini,Digital,12,2,3.4,100,100
3718,S03719,27,Female,UK,Law,3,3.19,3.2,78,7.0,7.0,3.5,1.8,2.1,Yes,In a Relationship,Middle,Good,5.4,0.9,Gemini,Handwritten,17,1,5.2,97,97
3719,S03720,23,Female,South Korea,Law,2,2.94,3.3,78,5.2,4.3,1.9,1.1,3.3,Yes,Single,Low,Good,5.4,0.2,None,Mixed,15,3,6.1,93,85
3720,S03721,28,Male,Netherlands,Biology,3,3.89,5.0,98,8.5,4.2,4.0,1.9,1.5,Yes,In a Relationship,High,Average,5.5,0.3,ChatGPT,Digital,18,2,0.9,100,100
3721,S03722,26,Male,Brazil,Business,2,4.0,6.1,100,6.2,6.6,3.0,1.1,3.5,No,In a Relationship,Low,Good,3.5,0.3,Claude,Mixed,7,2,6.5,100,100
3722,S03723,28,Female,Italy,Business,2,2.83,1.0,69,6.5,6.6,3.4,1.0,4.2,No,In a Relationship,Middle,Average,4.4,0.7,Copilot,Mixed,15,1,3.2,71,79
3723,S03724,22,Female,Australia,Medicine,3,3.2,0.8,82,9.8,3.6,2.9,1.3,6.4,No,Single,High,Good,1.0,0.0,None,Digital,9,1,8.1,96,87
3724,S03725,23,Male,Brazil,Business,2,3.14,2.6,68,6.2,7.0,4.8,1.7,1.1,No,In a Relationship,Low,Average,5.6,0.8,Copilot,Mixed,1,3,6.8,81,79
3725,S03726,19,Female,Netherlands,Psychology,2,3.54,4.4,100,7.9,4.1,3.3,2.1,0.1,No,Single,Low,Average,4.9,0.6,Copilot,Handwritten,17,2,1.7,97,95
3726,S03727,25,Female,South Korea,Economics,2,4.0,4.2,100,7.7,5.6,1.7,0.1,2.5,No,In a Relationship,Middle,Good,3.1,2.1,ChatGPT,Digital,16,3,7.4,100,96
3727,S03728,23,Female,Italy,Mathematics,1,4.0,5.1,100,7.5,7.6,2.9,1.3,1.8,No,Single,Low,Average,2.3,1.7,ChatGPT,Digital,19,2,4.3,100,100
3728,S03729,23,Male,South Korea,Engineering,3,3.48,1.7,83,7.3,6.2,2.2,1.5,3.0,Yes,Single,Middle,Average,3.1,0.8,Copilot,Digital,5,2,5.5,86,100
3729,S03730,26,Male,South Korea,Mathematics,2,3.42,0.5,79,7.5,7.2,3.0,1.4,4.0,No,Single,Middle,Good,5.7,1.7,ChatGPT,Handwritten,13,3,1.1,88,85
3730,S03731,26,Male,Canada,Business,2,4.0,4.8,100,7.3,4.6,2.2,0.0,7.5,Yes,Single,Middle,Poor,3.2,0.1,None,Handwritten,11,2,4.3,100,100
3731,S03732,26,Female,South Korea,Physics,3,3.11,2.3,87,6.9,5.5,1.8,1.3,2.1,No,Single,Middle,Average,3.4,0.0,None,Handwritten,18,3,2.2,100,83
3732,S03733,21,Female,Japan,Psychology,4,3.38,0.5,87,8.8,6.1,3.1,1.0,0.0,No,Single,High,Good,4.0,1.1,Claude,Digital,5,0,1.0,84,92
3733,S03734,18,Male,France,Medicine,4,3.46,3.7,92,5.4,6.1,2.9,0.4,2.5,Yes,In a Relationship,Low,Average,5.2,1.3,Claude,Mixed,11,2,3.6,100,83
3734,S03735,28,Male,Brazil,Medicine,1,4.0,4.7,96,8.2,8.5,4.4,2.3,3.7,No,In a Relationship,Middle,Good,2.6,1.1,ChatGPT,Digital,12,3,4.5,100,88
3735,S03736,25,Female,USA,Economics,1,4.0,3.3,94,8.0,6.6,2.2,2.6,1.1,No,In a Relationship,Low,Good,2.4,2.6,ChatGPT,Mixed,16,2,7.8,100,100
3736,S03737,28,Female,USA,Mathematics,3,3.55,2.8,91,7.8,2.5,0.0,1.9,3.5,No,In a Relationship,High,Poor,1.8,1.9,ChatGPT,Handwritten,14,2,3.2,100,87
3737,S03738,20,Female,India,Medicine,1,3.96,3.3,91,8.3,3.6,2.3,0.0,3.3,Yes,In a Relationship,High,Poor,2.8,2.2,Gemini,Mixed,12,1,4.1,100,100
3738,S03739,21,Male,UK,Psychology,2,3.57,2.9,89,6.9,3.2,0.4,0.2,3.5,No,Single,Low,Good,4.8,0.6,ChatGPT,Handwritten,10,1,3.6,100,100
3739,S03740,26,Female,Netherlands,Psychology,3,2.75,1.5,71,4.8,6.1,3.4,3.3,4.6,No,In a Relationship,Middle,Poor,4.8,1.5,Claude,Mixed,12,1,4.1,83,73
3740,S03741,23,Female,Bangladesh,Medicine,3,4.0,2.4,96,6.9,3.6,0.3,3.2,2.8,Yes,In a Relationship,Middle,Average,2.6,0.2,None,Mixed,16,2,6.3,100,100
3741,S03742,26,Male,Japan,Medicine,3,3.84,4.3,85,5.8,5.3,1.3,2.3,4.1,No,Single,Low,Average,3.7,0.5,Claude,Mixed,8,0,2.0,98,89
3742,S03743,18,Female,India,Business,1,4.0,4.0,98,6.1,3.0,2.3,0.3,0.0,No,Single,Middle,Good,2.8,1.5,Copilot,Mixed,11,0,6.1,100,100
3743,S03744,25,Female,Australia,Economics,2,3.57,3.8,88,5.5,7.3,5.1,2.4,1.1,No,In a Relationship,Middle,Poor,5.0,0.3,Claude,Handwritten,11,1,5.0,100,99
3744,S03745,27,Female,South Korea,Psychology,2,3.44,2.0,95,6.4,3.0,1.2,3.2,2.3,No,Single,Low,Good,3.0,0.4,Claude,Digital,2,2,5.3,100,95
3745,S03746,22,Female,South Korea,Law,1,3.62,3.2,86,6.3,7.3,2.8,4.4,1.0,No,Single,Middle,Good,3.7,1.6,ChatGPT,Digital,2,4,1.2,100,100
3746,S03747,25,Female,USA,Engineering,3,2.02,0.5,73,4.1,6.4,3.7,0.1,3.0,No,In a Relationship,Low,Good,6.7,0.4,Gemini,Digital,5,3,4.2,59,81
3747,S03748,18,Female,UK,Economics,1,3.48,3.8,85,7.8,7.4,5.0,4.3,2.3,No,In a Relationship,High,Good,5.5,2.2,Copilot,Mixed,11,4,6.9,100,92
3748,S03749,18,Male,Germany,Psychology,1,4.0,5.6,100,9.7,7.6,4.0,0.0,2.1,No,In a Relationship,Middle,Average,2.6,1.0,ChatGPT,Handwritten,15,2,4.1,100,100
3749,S03750,28,Male,India,Psychology,4,3.08,1.3,79,7.7,6.7,4.4,3.4,4.8,No,Single,Middle,Good,2.8,1.0,Claude,Mixed,9,1,6.1,91,90
3750,S03751,21,Male,Australia,Law,4,3.38,2.6,88,6.8,7.1,4.1,0.9,3.2,No,Single,Low,Poor,3.4,1.5,Claude,Handwritten,4,4,1.1,70,89
3751,S03752,27,Male,Canada,Biology,1,3.84,4.0,98,6.9,6.2,1.0,2.4,0.8,No,In a Relationship,Middle,Good,3.6,1.1,ChatGPT,Digital,17,1,3.6,100,100
3752,S03753,26,Male,Japan,Computer Science,4,4.0,5.4,100,6.5,8.4,3.3,0.0,1.8,No,In a Relationship,Low,Average,4.9,1.5,Copilot,Digital,13,2,4.6,100,100
3753,S03754,25,Male,Brazil,Psychology,1,2.98,2.8,84,7.1,6.6,4.1,2.9,4.5,No,Single,High,Good,4.7,0.3,Gemini,Mixed,11,0,5.4,87,84
3754,S03755,25,Male,Germany,Medicine,4,4.0,2.5,95,7.0,4.2,1.4,0.4,3.4,Yes,In a Relationship,Middle,Good,2.4,0.0,None,Digital,13,2,0.0,100,100
3755,S03756,23,Female,Japan,Business,1,2.49,0.5,71,6.0,4.2,1.9,0.3,5.4,Yes,Single,Middle,Good,3.4,0.0,None,Digital,7,1,7.0,76,81
3756,S03757,20,Female,Germany,Medicine,3,4.0,3.7,99,9.0,2.3,1.6,3.1,4.7,No,In a Relationship,High,Good,2.5,0.7,Copilot,Mixed,17,2,6.3,100,84
3757,S03758,22,Male,Australia,Engineering,4,4.0,6.6,100,5.2,8.2,4.0,0.0,2.2,Yes,Single,Middle,Average,6.5,1.7,Claude,Handwritten,14,1,4.1,100,94
3758,S03759,23,Female,South Korea,Law,2,4.0,3.9,99,7.9,8.6,2.7,0.5,5.9,No,In a Relationship,Low,Poor,3.9,3.4,Claude,Digital,11,1,3.7,100,100
3759,S03760,19,Female,India,Physics,3,4.0,3.5,99,6.9,4.8,2.3,3.4,6.0,Yes,Single,Middle,Good,1.9,0.6,Copilot,Handwritten,10,2,2.4,100,100
3760,S03761,26,Female,Australia,Medicine,2,4.0,4.0,100,9.3,2.9,0.9,2.0,0.0,Yes,Single,High,Good,1.2,0.5,Claude,Handwritten,12,2,0.0,100,100
3761,S03762,22,Male,Brazil,Biology,2,3.4,3.5,78,7.4,5.4,2.7,2.4,3.1,No,Single,Low,Good,3.8,1.5,Gemini,Handwritten,14,2,2.6,95,88
3762,S03763,25,Female,Netherlands,Biology,4,3.71,2.3,77,6.6,5.0,1.9,0.9,1.9,Yes,Single,Middle,Average,3.4,1.4,ChatGPT,Digital,3,2,1.0,100,100
3763,S03764,23,Male,France,Computer Science,1,3.93,4.7,92,6.7,4.8,3.2,0.0,2.5,No,In a Relationship,High,Poor,3.5,1.5,Gemini,Mixed,8,2,6.6,100,100
3764,S03765,28,Male,Canada,Economics,1,3.58,3.8,92,7.0,3.5,1.1,1.3,1.4,No,Single,Low,Average,3.0,0.9,Copilot,Digital,10,1,2.1,100,100
3765,S03766,19,Male,Bangladesh,Psychology,4,3.54,3.5,100,5.6,7.3,3.1,0.8,1.1,No,Single,Middle,Good,5.6,0.0,None,Digital,10,1,2.0,100,95
3766,S03767,18,Female,Canada,Engineering,1,3.06,2.0,61,6.1,5.3,2.1,0.8,4.8,No,In a Relationship,High,Average,2.2,1.4,Copilot,Handwritten,8,2,5.8,87,71
3767,S03768,24,Male,Netherlands,Law,4,3.86,5.5,100,4.9,5.4,0.9,1.2,0.7,Yes,Single,Middle,Good,6.4,1.2,Claude,Handwritten,16,0,3.3,100,100
3768,S03769,25,Female,Netherlands,Engineering,1,4.0,4.5,89,5.9,4.2,0.8,1.9,3.2,No,In a Relationship,Low,Average,2.9,0.0,None,Mixed,9,2,4.9,100,95
3769,S03770,20,Male,Germany,Physics,1,3.11,2.7,91,7.1,2.7,1.0,0.6,0.3,No,Single,Low,Average,4.5,1.8,Copilot,Mixed,7,0,4.2,77,91
3770,S03771,28,Male,UK,Psychology,4,3.89,5.0,100,7.4,4.8,2.5,2.1,5.5,No,Single,Low,Good,2.6,1.9,Gemini,Mixed,10,4,5.6,100,100
3771,S03772,25,Female,USA,Biology,4,3.4,2.8,90,4.6,6.3,3.0,3.1,3.1,Yes,In a Relationship,Middle,Good,3.5,1.8,Copilot,Handwritten,20,0,2.9,88,94
3772,S03773,21,Female,Germany,Medicine,4,3.14,2.3,81,6.8,4.9,3.2,2.1,4.5,No,In a Relationship,High,Good,3.9,0.8,Gemini,Digital,12,3,4.4,74,94
3773,S03774,19,Female,Australia,Engineering,1,3.46,2.4,84,7.7,4.8,3.3,3.3,3.4,Yes,In a Relationship,High,Average,2.7,1.4,Claude,Mixed,10,0,2.1,94,83
3774,S03775,26,Male,UK,Economics,4,3.23,0.8,59,6.8,3.3,1.7,2.8,2.5,No,Single,Middle,Good,3.9,0.3,Gemini,Handwritten,10,1,5.4,85,80
3775,S03776,24,Male,Bangladesh,Medicine,3,3.73,4.2,100,6.2,8.0,4.4,2.7,3.1,No,Single,Middle,Average,4.9,0.0,None,Handwritten,3,4,6.7,97,100
3776,S03777,18,Female,USA,Physics,2,2.65,0.8,77,6.5,4.7,2.1,0.7,6.0,Yes,In a Relationship,Low,Poor,2.7,1.1,Gemini,Mixed,11,2,6.6,87,82
3777,S03778,24,Male,UK,Law,4,3.24,1.7,81,6.4,7.9,3.5,2.8,1.2,No,In a Relationship,Middle,Poor,5.1,0.0,None,Handwritten,13,1,8.8,70,90
3778,S03779,22,Male,USA,Law,4,2.73,0.5,79,6.2,4.5,2.6,1.5,0.0,Yes,Single,Low,Good,5.9,1.1,ChatGPT,Mixed,14,2,5.9,100,75
3779,S03780,19,Male,Italy,Business,2,4.0,3.4,91,7.2,3.5,3.4,3.4,1.4,No,In a Relationship,Low,Good,4.5,1.1,Gemini,Handwritten,11,3,4.3,100,100
3780,S03781,23,Male,Brazil,Engineering,4,4.0,3.3,100,9.8,5.3,2.5,3.6,0.6,Yes,Single,Middle,Poor,2.7,0.4,ChatGPT,Digital,8,3,1.6,99,100
3781,S03782,21,Female,Italy,Psychology,4,3.7,3.0,92,6.1,8.4,3.4,2.7,4.9,No,In a Relationship,Low,Average,4.6,3.1,ChatGPT,Handwritten,17,0,2.0,95,100
3782,S03783,19,Male,USA,Law,2,3.25,1.9,69,6.6,5.8,2.8,1.8,2.6,No,Single,Middle,Poor,4.7,0.6,ChatGPT,Mixed,10,1,5.1,89,84
3783,S03784,21,Male,Australia,Economics,2,3.06,1.7,82,6.9,5.4,4.0,2.0,4.7,No,In a Relationship,Middle,Average,4.0,1.4,Gemini,Handwritten,7,1,7.7,86,94
3784,S03785,26,Female,Australia,Law,1,3.53,4.2,100,6.2,2.7,1.6,1.8,3.1,Yes,Single,Middle,Average,5.2,1.0,Gemini,Digital,8,0,6.4,100,88
3785,S03786,19,Female,South Korea,Psychology,2,4.0,2.7,100,8.3,4.5,0.1,0.5,3.0,Yes,Single,Middle,Good,2.2,2.1,Claude,Mixed,10,2,1.9,100,100
3786,S03787,28,Female,Bangladesh,Economics,2,3.85,4.0,100,4.2,3.3,1.3,0.3,3.3,Yes,Single,Low,Poor,5.9,0.9,ChatGPT,Digital,11,3,0.0,100,94
3787,S03788,24,Female,UK,Computer Science,1,3.41,2.2,95,6.4,9.3,4.4,2.3,6.0,Yes,Single,Low,Average,3.7,0.0,None,Digital,9,3,5.7,88,84
3788,S03789,27,Female,Australia,Medicine,3,3.64,3.8,87,8.0,6.4,2.6,0.6,3.4,Yes,Single,Low,Average,4.4,1.6,Claude,Mixed,14,2,3.4,97,87
3789,S03790,20,Female,India,Law,4,3.91,5.5,100,6.6,5.0,2.9,1.8,5.2,No,Single,Low,Average,3.6,0.0,None,Mixed,12,1,3.5,100,100
3790,S03791,25,Female,Netherlands,Biology,1,3.87,4.4,93,6.0,5.6,1.2,1.0,5.1,No,Single,Low,Average,3.6,0.4,Claude,Digital,16,0,4.5,100,100
3791,S03792,18,Female,Italy,Engineering,4,4.0,2.9,100,7.5,4.8,2.9,0.3,2.7,No,In a Relationship,High,Average,2.0,0.7,ChatGPT,Digital,12,1,6.7,100,91
3792,S03793,20,Male,USA,Computer Science,2,4.0,3.9,100,8.1,2.6,1.3,0.6,2.9,No,In a Relationship,Low,Average,5.3,0.7,Claude,Handwritten,10,1,5.8,100,100
3793,S03794,21,Female,Australia,Psychology,4,3.17,3.1,82,7.3,3.5,1.5,4.4,2.2,No,Single,Middle,Average,3.9,0.9,Gemini,Mixed,9,2,3.5,97,87
3794,S03795,20,Male,India,Computer Science,4,3.74,3.5,83,6.0,6.1,2.2,0.6,5.6,Yes,In a Relationship,High,Poor,4.7,0.8,Claude,Mixed,10,1,5.1,100,93
3795,S03796,19,Female,USA,Psychology,3,3.32,3.0,90,7.5,7.9,3.5,0.6,1.1,No,In a Relationship,Middle,Average,3.2,1.3,Copilot,Mixed,7,2,5.4,100,87
3796,S03797,26,Female,USA,Computer Science,3,3.35,3.3,78,6.5,6.1,3.6,0.3,1.6,No,In a Relationship,Low,Average,5.0,0.5,ChatGPT,Mixed,11,4,0.0,100,84
3797,S03798,19,Female,Australia,Law,3,3.82,3.8,100,7.9,4.5,3.7,1.8,2.4,Yes,In a Relationship,Middle,Poor,4.1,1.6,Copilot,Handwritten,14,5,3.3,94,93
3798,S03799,28,Male,Germany,Computer Science,2,4.0,2.0,97,8.8,1.5,0.4,1.2,0.7,No,In a Relationship,Middle,Good,1.9,0.4,Gemini,Handwritten,16,0,6.0,100,100
3799,S03800,18,Male,Italy,Physics,1,2.43,2.0,79,3.9,4.5,2.8,0.0,1.8,No,In a Relationship,Middle,Good,6.7,0.0,None,Digital,13,1,3.3,73,82
3800,S03801,25,Female,Brazil,Medicine,4,2.81,1.4,71,7.1,3.9,2.5,3.5,5.3,No,In a Relationship,Middle,Average,3.6,0.1,None,Mixed,29,1,1.1,88,76
3801,S03802,23,Female,Australia,Physics,4,2.37,1.1,66,4.9,3.8,0.5,0.0,4.3,No,Single,High,Good,3.6,0.8,Claude,Digital,14,0,6.7,73,82
3802,S03803,20,Male,France,Biology,3,3.69,1.7,89,9.9,8.1,2.8,0.3,2.2,No,Single,Middle,Average,3.8,2.2,ChatGPT,Handwritten,3,0,4.0,100,100
3803,S03804,25,Male,Bangladesh,Medicine,1,4.0,3.7,95,6.4,6.4,2.4,1.1,4.6,Yes,In a Relationship,Low,Average,2.9,1.2,Copilot,Handwritten,14,2,0.3,100,100
3804,S03805,21,Female,Canada,Mathematics,4,3.56,2.2,74,7.9,5.2,3.6,2.5,7.2,No,Single,Middle,Poor,3.4,0.7,ChatGPT,Mixed,18,5,5.0,90,77
3805,S03806,25,Female,France,Engineering,2,3.5,4.3,98,7.0,5.1,2.9,0.7,3.6,Yes,Single,Low,Average,4.1,1.2,ChatGPT,Handwritten,11,2,4.6,100,100
3806,S03807,26,Female,Netherlands,Law,3,3.74,3.6,93,6.0,4.4,2.0,0.6,5.8,No,Single,High,Good,3.7,0.0,None,Handwritten,5,1,2.7,97,100
3807,S03808,18,Female,South Korea,Physics,1,2.83,0.5,73,5.9,7.7,4.2,1.7,4.7,No,Single,Low,Average,5.7,0.0,None,Handwritten,3,1,6.3,79,79
3808,S03809,28,Female,South Korea,Engineering,3,4.0,4.5,100,8.9,4.9,0.0,0.9,2.4,No,Single,Middle,Average,2.0,0.2,None,Handwritten,12,4,3.7,100,100
3809,S03810,23,Female,Japan,Mathematics,2,3.75,4.7,87,8.1,5.1,2.7,0.0,3.4,No,In a Relationship,Low,Average,3.0,0.2,None,Digital,7,0,4.3,100,98
3810,S03811,23,Female,Netherlands,Law,1,4.0,2.0,99,9.3,5.0,0.2,3.0,4.1,Yes,Single,Low,Average,1.4,3.6,Claude,Digital,11,2,5.7,100,93
3811,S03812,26,Female,Japan,Law,3,4.0,4.1,95,7.1,6.9,1.4,2.3,1.5,No,Single,High,Good,3.1,3.1,Gemini,Mixed,10,4,4.6,100,99
3812,S03813,20,Male,Netherlands,Computer Science,4,3.65,2.2,86,7.3,6.2,3.6,2.6,0.0,No,Single,Middle,Good,6.0,3.1,Claude,Handwritten,19,2,1.5,100,96
3813,S03814,21,Female,Italy,Mathematics,4,4.0,3.6,98,6.7,3.4,0.9,1.7,1.3,No,Single,High,Good,3.7,0.0,None,Mixed,16,4,2.5,100,100
3814,S03815,20,Female,Germany,Engineering,4,4.0,1.6,87,6.7,3.3,0.7,1.4,0.0,No,In a Relationship,High,Good,5.0,3.0,ChatGPT,Handwritten,9,0,2.7,99,84
3815,S03816,27,Female,Netherlands,Economics,2,2.52,0.8,54,5.7,9.5,6.4,3.3,1.5,Yes,Single,Middle,Average,6.5,0.5,Gemini,Mixed,10,1,4.0,91,81
3816,S03817,27,Male,USA,Medicine,4,3.83,2.9,100,7.1,3.4,0.8,0.5,0.0,Yes,In a Relationship,Middle,Average,3.0,2.8,ChatGPT,Digital,17,2,4.4,94,100
